编号,状态,问政问题,响应时间,问政时间,链接
308553,已受理,关于周五放学,等待回复：25天18小时57分,2021-11-01 20:57:56,https://wz.sun0769.com/political/politics/index?id=529550
308517,已受理,路边停车重复收费，停一次收了3次费。,等待回复：25天23小时54分,2021-11-01 20:09:22,https://wz.sun0769.com/political/politics/index?id=529547
308586,已受理,噪音扰民,等待回复：27天22小时20分,2021-11-02 11:44:19,https://wz.sun0769.com/political/politics/index?id=529616
308600,已受理,茶山纳帕溪谷湘阁里辣烟雾恶臭严重影响生活,等待回复：25天23小时27分,2021-11-02 15:07:35,https://wz.sun0769.com/political/politics/index?id=529645
308617,已受理,桥头镇桥龙路温馨家园鸿华尚城4栋.5栋管理处滥收居民电费,等待回复：26天0小时13分,2021-11-02 15:02:05,https://wz.sun0769.com/political/politics/index?id=529643
308736,已受理,万江加州花园 水管严重腐蚀 居民饮水担忧,等待回复：27天0小时22分,2021-11-03 16:23:26,https://wz.sun0769.com/political/politics/index?id=529791
308738,已受理,请住建局公布厚街万科臻山悦花园楼盘预售备案价过程资料，以供广大市民群众监督。,等待回复：27天1小时47分,2021-11-03 16:09:53,https://wz.sun0769.com/political/politics/index?id=529790
308564,已受理,请问满五唯一的五年从什么时候起算？,等待回复：25天23小时52分,2021-11-02 09:38:55,https://wz.sun0769.com/political/politics/index?id=529591
308562,待处理,行人是否需要遵守交通法规？,等待处理：25天7小时48分,2021-11-02 09:03:04,https://wz.sun0769.com/political/politics/index?id=529587
308682,已受理,寮步汽车城没有路灯,等待回复：26天19小时13分,2021-11-03 09:18:26,https://wz.sun0769.com/political/politics/index?id=529727
308683,已受理,私人长期霸占村内公共停车位,等待回复：27天22小时31分,2021-11-03 09:16:16,https://wz.sun0769.com/political/politics/index?id=529726
308777,已受理,快递是如何定价的？,等待回复：27天23小时30分,2021-11-04 01:26:12,https://wz.sun0769.com/political/politics/index?id=529836
308778,待处理,南城夜宵铺长期深夜扰民，居民无法入眠！,等待处理：27天7小时48分,2021-11-04 00:54:33,https://wz.sun0769.com/political/politics/index?id=529835
308670,已受理,东莞国药集团欺诈客户,等待回复：26天20小时8分,2021-11-03 00:32:27,https://wz.sun0769.com/political/politics/index?id=529704
308636,已受理,谢岗镇荣兴街20号荣记美食大排档噪音扰民,等待回复：26天16小时57分,2021-11-03 00:24:08,https://wz.sun0769.com/political/politics/index?id=529703
308836,已受理,厚街君汇时代广场和工业大厦违规圈地收费停车,等待回复：27天23小时4分,2021-11-04 13:38:17,https://wz.sun0769.com/political/politics/index?id=529901
308821,已受理,宿舍楼门口停满电动自行车,等待回复：27天19小时20分,2021-11-04 11:20:38,https://wz.sun0769.com/political/politics/index?id=529879
308792,已受理,高雄路靠近阿里山路交叉口附近路面问题,等待回复：27天23小时50分,2021-11-04 09:56:04,https://wz.sun0769.com/political/politics/index?id=529863
308464,已受理,关于儿童接种新冠疫苗与流感疫苗的间隔周期,等待回复：24天23小时42分,2021-11-01 09:34:34,https://wz.sun0769.com/political/politics/index?id=529465
308759,待处理,泥土车罚款,等待处理：27天7小时48分,2021-11-03 20:15:46,https://wz.sun0769.com/political/politics/index?id=529818
308492,已受理,轮渡路什么时候动工？齐沙路口红绿灯设置不合理,等待回复：25天0小时26分,2021-11-01 14:13:49,https://wz.sun0769.com/political/politics/index?id=529500
308716,已受理,马路大树安全,等待回复：27天23小时29分,2021-11-03 15:14:54,https://wz.sun0769.com/political/politics/index?id=529772
308469,已回复,严重污染环境，损坏人行横道,处理用时：--,2021-11-01 11:40:10,https://wz.sun0769.com/political/politics/index?id=529482
308512,已受理,大岭山金桔村二巷36号101 重庆秘制鸡公煲乱排油烟兼噪音,等待回复：27天23小时18分,2021-11-01 17:09:23,https://wz.sun0769.com/political/politics/index?id=529527
308543,已受理,寮步镇湖滨花园建筑垃圾随地堆放,等待回复：25天19小时59分,2021-11-01 23:39:40,https://wz.sun0769.com/political/politics/index?id=529569
308706,待处理,地址门牌上没有二维码如何申请？,等待处理：26天7小时47分,2021-11-03 11:50:02,https://wz.sun0769.com/political/politics/index?id=529752
308653,待处理,关于公常公路X232与莞深高速交汇节点改造工程进展问题,等待处理：26天7小时48分,2021-11-02 18:14:55,https://wz.sun0769.com/political/politics/index?id=529676
308555,已受理,城区步步高小区停车位租用问题,等待回复：27天23小时52分,2021-11-01 19:25:01,https://wz.sun0769.com/political/politics/index?id=529542
308584,已受理,房屋外的水管阀门坏了，是水表前的阀门，由谁来负责,等待回复：27天22小时29分,2021-11-02 11:37:14,https://wz.sun0769.com/political/politics/index?id=529615
308618,已受理,关于人才引进补贴,等待回复：25天23小时59分,2021-11-02 14:56:24,https://wz.sun0769.com/political/politics/index?id=529642
308739,待处理,关于一孩生育问题咨询电话没人接听的投诉,等待处理：26天7小时48分,2021-11-03 16:04:21,https://wz.sun0769.com/political/politics/index?id=529789
308567,已受理,东莞市莞城街道社区卫生服务中心妇科常停诊,等待回复：27天23小时59分,2021-11-02 09:00:19,https://wz.sun0769.com/political/politics/index?id=529586
308568,待处理,老生常谈，再提重视,等待处理：25天7小时48分,2021-11-02 08:54:42,https://wz.sun0769.com/political/politics/index?id=529585
308685,待处理,沙田公交213，221线路问题,等待处理：26天7小时49分,2021-11-03 09:15:23,https://wz.sun0769.com/political/politics/index?id=529725
308781,待处理,门口违规建筑,等待处理：27天7小时48分,2021-11-03 23:45:45,https://wz.sun0769.com/political/politics/index?id=529832
308654,已受理,大岭山镇元岭村菜市场脏乱差卫生堪忧,等待回复：26天18小时39分,2021-11-02 23:53:47,https://wz.sun0769.com/political/politics/index?id=529701
308656,待处理,危险上路,等待处理：27天7小时48分,2021-11-02 23:10:37,https://wz.sun0769.com/political/politics/index?id=529699
308837,已回复,关于麻涌中学高一高二去高三饭堂打饭,处理用时：25分55秒,2021-11-04 13:27:44,https://wz.sun0769.com/political/politics/index?id=529900
308822,待处理,南城建设路万科翡翠东望外围绿地变成周边居民遛狗的专用场地,等待处理：27天7小时49分,2021-11-04 11:19:39,https://wz.sun0769.com/political/politics/index?id=529878
308790,待处理,愦澳新街店铺每天霸占车位,等待处理：27天7小时48分,2021-11-04 09:43:50,https://wz.sun0769.com/political/politics/index?id=529862
308450,已受理,东莞桥头鸿华尚城 4栋 5栋 要求南方电网申请报装独立分电表,等待回复：25天17小时29分,2021-11-01 09:27:16,https://wz.sun0769.com/political/politics/index?id=529464
308763,待处理,东莞大道立交桥西侧荒地规划,等待处理：27天7小时48分,2021-11-03 19:33:34,https://wz.sun0769.com/political/politics/index?id=529815
308433,已回复,违建为何不拆除,处理用时：3天0小时56分,2021-11-01 07:00:01,https://wz.sun0769.com/political/politics/index?id=529448
308498,已受理,身份证办理情况显示未查询到相关记录,等待回复：25天0小时32分,2021-11-01 13:55:33,https://wz.sun0769.com/political/politics/index?id=529499
308717,已受理,塘厦镇关于强制要求家长到校门口执勤,等待回复：26天23小时32分,2021-11-03 15:10:13,https://wz.sun0769.com/political/politics/index?id=529771
308466,已回复,严重污染环境，损坏人行横道,处理用时：2天23小时40分,2021-11-01 11:36:14,https://wz.sun0769.com/political/politics/index?id=529481
308467,已回复,麻涌豪丰工业园的存在对万科公园里及华阳湖的居住环境有无影响,处理用时：2天5小时28分,2021-11-01 11:31:08,https://wz.sun0769.com/political/politics/index?id=529480
308514,已受理,卡拉OK噪音扰民,等待回复：25天22小时33分,2021-11-01 17:05:35,https://wz.sun0769.com/political/politics/index?id=529525
308544,待处理,东莞城区很多地方有奇怪的涂鸦，是有人故意的吗？,等待处理：25天7小时48分,2021-11-01 23:18:57,https://wz.sun0769.com/political/politics/index?id=529568
308707,待处理,补缴社保和公积金,等待处理：26天7小时47分,2021-11-03 11:48:12,https://wz.sun0769.com/political/politics/index?id=529751
308641,已受理,校运会举办安排,等待回复：26天17小时46分,2021-11-02 18:00:53,https://wz.sun0769.com/political/politics/index?id=529675
308642,已受理,大朗行政服务中心与东方银座中间的天桥质量卫生问题,等待回复：26天17小时9分,2021-11-02 17:56:45,https://wz.sun0769.com/political/politics/index?id=529674
308516,已受理,杨涌村红绿灯附近有一个路口安全隐患大,等待回复：25天17小时27分,2021-11-01 18:38:13,https://wz.sun0769.com/political/politics/index?id=529540
308585,待处理,东莞理工学校  食堂定价不合理！,等待处理：25天7小时48分,2021-11-02 11:21:22,https://wz.sun0769.com/political/politics/index?id=529614
308619,已受理,塘厦奥园观澜誉峰别墅区违建,等待回复：27天22小时20分,2021-11-02 14:52:24,https://wz.sun0769.com/political/politics/index?id=529641
308741,已受理,开眼镜店（个体户）需要哪些资料和技能证书？,等待回复：27天17小时47分,2021-11-03 15:59:18,https://wz.sun0769.com/political/politics/index?id=529787
308569,待处理,南城周溪社区停车难,等待处理：25天7小时48分,2021-11-02 08:50:51,https://wz.sun0769.com/political/politics/index?id=529584
308686,待处理,东莞职业技术学院形式主义封校,等待处理：26天7小时49分,2021-11-03 09:13:49,https://wz.sun0769.com/political/politics/index?id=529724
308672,已受理,寮步镇金地领o楼盘销售不实宣传，误导消费者！,等待回复：26天19小时0分,2021-11-02 22:53:45,https://wz.sun0769.com/political/politics/index?id=529697
308838,已受理,请增加调头路口,等待回复：27天22小时43分,2021-11-04 13:16:08,https://wz.sun0769.com/political/politics/index?id=529899
308824,待处理,小区交付绿地已沦落为遛狗场地，遍地狗屎无人问津,等待处理：27天7小时49分,2021-11-04 11:16:51,https://wz.sun0769.com/political/politics/index?id=529877
308795,已受理,寮步高铁站的规划咨询,等待回复：27天19小时12分,2021-11-04 09:43:08,https://wz.sun0769.com/political/politics/index?id=529861
308451,已受理,沙田齐沙路口红绿灯设置极度不合理,等待回复：24天19小时19分,2021-11-01 09:20:04,https://wz.sun0769.com/political/politics/index?id=529463
308419,已受理,只有村出的土地证明，能否办理土地不动产证,等待回复：24天18小时16分,2021-10-31 21:14:29,https://wz.sun0769.com/political/politics/index?id=529415
308422,已受理,沙田大道与轮渡路交叉口红绿灯拥堵,等待回复：24天18小时40分,2021-10-31 21:07:29,https://wz.sun0769.com/political/politics/index?id=529413
308767,待处理,对于《中华人民共和国土地管理法实施条例》中部分条例理解不清，请具体结实,等待处理：27天7小时48分,2021-11-03 18:34:27,https://wz.sun0769.com/political/politics/index?id=529812
308428,已受理,樟木头备案的东莞德雅学校,等待回复：24天22小时13分,2021-11-01 06:07:27,https://wz.sun0769.com/political/politics/index?id=529445
308430,已受理,噪音扰民,等待回复：24天17小时49分,2021-11-01 02:38:40,https://wz.sun0769.com/political/politics/index?id=529443
308473,已受理,沙田轮渡路车辆严重拥堵,等待回复：24天22小时56分,2021-11-01 13:08:41,https://wz.sun0769.com/political/politics/index?id=529497
308722,已受理,电脑毛织机为何这么嘈,等待回复：26天23小时39分,2021-11-03 14:51:03,https://wz.sun0769.com/political/politics/index?id=529768
308709,待处理,投诉浦发银行信用卡万用金分期利率,等待处理：26天7小时48分,2021-11-03 14:34:34,https://wz.sun0769.com/political/politics/index?id=529766
308461,已受理,虎门镇东风社区顺地工业区三无小作坊喷漆污染,等待回复：24天19小时44分,2021-11-01 11:21:22,https://wz.sun0769.com/political/politics/index?id=529479
308455,待处理,优化社保就医,等待处理：24天7小时47分,2021-11-01 11:11:42,https://wz.sun0769.com/political/politics/index?id=529477
308505,已回复,法治宣传标语有错别字,处理用时：21小时22分,2021-11-01 17:00:03,https://wz.sun0769.com/political/politics/index?id=529522
308534,已受理,投诉龙湾湿地乐跑公园工作人员胡乱收费！,等待回复：25天18小时11分,2021-11-01 22:58:15,https://wz.sun0769.com/political/politics/index?id=529565
308700,已受理,石龙中山路车位被商铺占用,等待回复：27天0小时48分,2021-11-03 11:34:31,https://wz.sun0769.com/political/politics/index?id=529750
308633,已受理,占用道路,等待回复：27天21小时19分,2021-11-02 17:12:39,https://wz.sun0769.com/political/politics/index?id=529672
308558,已受理,关于江滨大桥早晚高峰期设立临时自行车道的建议,等待回复：26天19小时33分,2021-11-01 18:20:13,https://wz.sun0769.com/political/politics/index?id=529538
308559,已受理,厚街涌口南社村长期放纵占用公共道路,等待回复：25天22小时59分,2021-11-01 18:17:05,https://wz.sun0769.com/political/politics/index?id=529537
308588,已受理,工作效率极低,等待回复：25天23小时57分,2021-11-02 11:15:09,https://wz.sun0769.com/political/politics/index?id=529612
308620,已受理,占到经营霸占车位,等待回复：27天22小时20分,2021-11-02 14:31:23,https://wz.sun0769.com/political/politics/index?id=529639
308742,已受理,房控管理乱价乱市,等待回复：27天1小时43分,2021-11-03 15:57:32,https://wz.sun0769.com/political/politics/index?id=529786
308577,已受理,生态园公租房停车位被限制问题,等待回复：25天23小时23分,2021-11-02 08:48:17,https://wz.sun0769.com/political/politics/index?id=529583
308689,已受理,常平苏坑广汇市场管理服务公司不退租房押金1380元,等待回复：26天20小时9分,2021-11-03 08:55:26,https://wz.sun0769.com/political/politics/index?id=529722
308803,待处理,适龄儿童入读民办幼儿园补贴事宜,等待处理：27天7小时48分,2021-11-04 09:42:56,https://wz.sun0769.com/political/politics/index?id=529860
308447,已回复,东莞大环境发展需求下 桥头快速路噪音太大影响民生,处理用时：1天21小时12分,2021-11-01 09:19:20,https://wz.sun0769.com/political/politics/index?id=529462
308423,已受理,寮步镇石步村车辆乱停乱放现象,等待回复：24天19小时45分,2021-10-31 20:43:13,https://wz.sun0769.com/political/politics/index?id=529412
308397,已受理,投诉一年，安全隐患就是不处理,等待回复：24天16小时35分,2021-10-31 19:21:29,https://wz.sun0769.com/political/politics/index?id=529411
308384,已受理,建议多设停车场,等待回复：22天23小时38分,2021-10-31 17:01:58,https://wz.sun0769.com/political/politics/index?id=529399
308770,已受理,违规经营流失了多少国家税收,等待回复：27天16小时50分,2021-11-03 18:12:04,https://wz.sun0769.com/political/politics/index?id=529811
308431,已回复,关于东莞转诊制度,处理用时：6小时16分,2021-11-01 00:20:33,https://wz.sun0769.com/political/politics/index?id=529441
308434,已受理,建议保护科创路两边植物,等待回复：25天0小时5分,2021-10-31 23:54:01,https://wz.sun0769.com/political/politics/index?id=529439
308472,已受理,石龙绿化东路134号,等待回复：25天17小时31分,2021-11-01 13:01:56,https://wz.sun0769.com/political/politics/index?id=529495
308710,待处理,韵达快递公司对消费者权益极度不负责任,等待处理：26天7小时48分,2021-11-03 14:34:24,https://wz.sun0769.com/political/politics/index?id=529765
308452,已受理,在此投诉乡里厨子油烟直排！,等待回复：26天1小时33分,2021-11-01 11:00:07,https://wz.sun0769.com/political/politics/index?id=529475
308506,已受理,谢岗医院的两癌筛查不便民,等待回复：25天16小时54分,2021-11-01 17:00:03,https://wz.sun0769.com/political/politics/index?id=529521
308504,已回复,关于双五和人才入户，落户地是否能落在实际工作地的问题,处理用时：2天21小时8分,2021-11-01 16:59:03,https://wz.sun0769.com/political/politics/index?id=529520
308536,待处理,南城世纪城幸福公馆旁辅道桥底长期有人流浪,等待处理：25天7小时48分,2021-11-01 22:57:22,https://wz.sun0769.com/political/politics/index?id=529564
308698,待处理,异地门诊转诊,等待处理：26天7小时47分,2021-11-03 11:18:06,https://wz.sun0769.com/political/politics/index?id=529748
308635,已受理,寮步镇蟠龙路东大家具前下水道井盖安装不规范，导致噪音扰民,等待回复：26天16小时57分,2021-11-02 17:07:05,https://wz.sun0769.com/political/politics/index?id=529670
308520,已受理,私占车位问题没有妥善处理，还助长风气,等待回复：25天16小时53分,2021-11-01 17:55:48,https://wz.sun0769.com/political/politics/index?id=529535
308521,已受理,石碣镇横虼逍撕崧38号排气管,等待回复：26天23小时3分,2021-11-01 17:44:43,https://wz.sun0769.com/political/politics/index?id=529534
308589,已回复,82新政前购房处理政策何时出台,处理用时：2天1小时51分,2021-11-02 11:09:22,https://wz.sun0769.com/political/politics/index?id=529611
308604,待处理,莞番高速黄泥塘收费站,等待处理：25天7小时48分,2021-11-02 14:08:08,https://wz.sun0769.com/political/politics/index?id=529637
308744,已受理,房款已付清，开发商不开发票,等待回复：27天16小时48分,2021-11-03 15:53:13,https://wz.sun0769.com/political/politics/index?id=529785
308578,待处理,未通知收费而强制收费,等待处理：25天7小时48分,2021-11-02 08:47:11,https://wz.sun0769.com/political/politics/index?id=529582
308696,待处理,人行绿灯时间太短，老人容易急得摔跤,等待处理：26天7小时49分,2021-11-03 08:40:13,https://wz.sun0769.com/political/politics/index?id=529721
308799,待处理,番莞高速桥头段什么时候能开通？,等待处理：27天7小时48分,2021-11-04 09:28:51,https://wz.sun0769.com/political/politics/index?id=529856
308449,已受理,投诉松山湖公交323路遇站不开下车门，以及疑似下车门处摄像头失调。,等待回复：24天19小时15分,2021-11-01 09:19:12,https://wz.sun0769.com/political/politics/index?id=529461
308398,已受理,虎门新联新英豪学校门口违停堵车,等待回复：24天18小时41分,2021-10-31 19:17:51,https://wz.sun0769.com/political/politics/index?id=529410
308362,已受理,长中制度是否合理,等待回复：23天19小时5分,2021-10-31 12:55:16,https://wz.sun0769.com/political/politics/index?id=529368
308381,已受理,水蛇涌社区卫生服务站,等待回复：22天18小时54分,2021-10-31 16:18:53,https://wz.sun0769.com/political/politics/index?id=529396
308771,已受理,大岭山领居A区电信垄断宽带业务,等待回复：27天23小时9分,2021-11-03 18:11:51,https://wz.sun0769.com/political/politics/index?id=529810
308773,待处理,企石恒大悦龙台一直不退定金,等待处理：27天7小时48分,2021-11-03 18:01:24,https://wz.sun0769.com/political/politics/index?id=529808
308424,已回复,小贩恶意占道,处理用时：2天7小时9分,2021-10-31 23:33:25,https://wz.sun0769.com/political/politics/index?id=529436
308474,已受理,电动车摩托车扣下要交2000块钱赎回来，合理吗？,等待回复：24天22小时56分,2021-11-01 12:53:57,https://wz.sun0769.com/political/politics/index?id=529494
308724,已回复,凤岗天保花园淹水需要恢复挡水坡设施,处理用时：20小时1分,2021-11-03 14:30:12,https://wz.sun0769.com/political/politics/index?id=529764
308453,已受理,物业收取电费不合理,等待回复：25天17小时30分,2021-11-01 10:56:16,https://wz.sun0769.com/political/politics/index?id=529474
308454,已受理,道路维修，坑洞回填,等待回复：24天19小时42分,2021-11-01 10:50:27,https://wz.sun0769.com/political/politics/index?id=529473
308503,待处理,常平镇蔚蓝城邦东北门，东站路调头处。,等待处理：24天7小时47分,2021-11-01 16:52:06,https://wz.sun0769.com/political/politics/index?id=529519
308537,待处理,投诉长安实验中学新校区,等待处理：25天7小时48分,2021-11-01 22:53:29,https://wz.sun0769.com/political/politics/index?id=529563
308699,已受理,万江胜利社区围村停车收费不合理,等待回复：26天19小时39分,2021-11-03 11:08:19,https://wz.sun0769.com/political/politics/index?id=529747
308701,待处理,环卫垃圾车在UCC寰宇汇金中心凌晨五点半工作影响公寓居住人群睡眠,等待处理：26天7小时47分,2021-11-03 11:05:54,https://wz.sun0769.com/political/politics/index?id=529746
308522,已受理,对于中堂槎蛐⊙Ь侔旎疃存在马虎，偏私，不公平，公正的质疑,等待回复：25天17小时33分,2021-11-01 17:42:41,https://wz.sun0769.com/political/politics/index?id=529533
308591,已受理,2021年创业补贴政策,等待回复：25天23小时55分,2021-11-02 10:47:43,https://wz.sun0769.com/political/politics/index?id=529609
308592,已受理,生态园大道与莞樟路交汇处施工围护什么时候拆除，恢复人行通道,等待回复：27天0小时16分,2021-11-02 10:45:33,https://wz.sun0769.com/political/politics/index?id=529608
308733,已受理,樟木头天和百货售卖发霉食品,等待回复：27天17小时37分,2021-11-03 15:45:17,https://wz.sun0769.com/political/politics/index?id=529783
308800,已受理,工地通宵施工，噪声严重扰民,等待回复：27天23小时41分,2021-11-04 09:22:47,https://wz.sun0769.com/political/politics/index?id=529855
308438,已受理,东莞桥头鸿华尚城 4栋 5栋 要求南方电网申请报装独立分电表,等待回复：25天17小时29分,2021-11-01 09:16:31,https://wz.sun0769.com/political/politics/index?id=529460
308437,已受理,住宿区每天都有车辆炸街,等待回复：24天18小时50分,2021-11-01 09:15:37,https://wz.sun0769.com/political/politics/index?id=529459
308399,已受理,无牌废品站多次投诉不清理部门不作为,等待回复：24天16小时45分,2021-10-31 19:01:27,https://wz.sun0769.com/political/politics/index?id=529409
308332,已受理,振安西路15号斑马线,等待回复：22天19小时26分,2021-10-31 09:55:19,https://wz.sun0769.com/political/politics/index?id=529349
308363,已受理,投诉南城华凯信服苹果授权维修店无故拖延不履行保修服务,等待回复：22天18小时0分,2021-10-31 12:51:10,https://wz.sun0769.com/political/politics/index?id=529367
308385,已受理,华南师范大学附属东莞学校中学部初中周六上课,等待回复：24天1小时32分,2021-10-31 16:09:22,https://wz.sun0769.com/political/politics/index?id=529393
308418,已回复,道路拥堵不堪,处理用时：23小时33分,2021-10-31 22:57:24,https://wz.sun0769.com/political/politics/index?id=529434
308470,已回复,违法在山上建墓地,处理用时：2天23小时48分,2021-11-01 12:34:40,https://wz.sun0769.com/political/politics/index?id=529492
308727,待处理,长安镇OPPO新研发工地非施工时间扰民,等待处理：26天7小时48分,2021-11-03 14:26:58,https://wz.sun0769.com/political/politics/index?id=529763
308458,待处理,东部快速干线东平跨线桥出口辅路井盖下陷事宜,等待处理：24天7小时47分,2021-11-01 10:40:11,https://wz.sun0769.com/political/politics/index?id=529472
308500,待处理,国企就可以乱收费？？,等待处理：24天7小时47分,2021-11-01 16:11:22,https://wz.sun0769.com/political/politics/index?id=529516
308545,已受理,关于石碣镇梁家村万里碧道夜晚灯光不亮的投诉,等待回复：26天23小时4分,2021-11-01 22:35:45,https://wz.sun0769.com/political/politics/index?id=529562
308703,待处理,请问城管对那些用电动车，摩托车，三轮车霸占停车位，给自己停车的行为是否不管？？是否不在城管管理范围？,等待处理：26天7小时47分,2021-11-03 10:51:25,https://wz.sun0769.com/political/politics/index?id=529743
308507,已受理,第十二次问政,等待回复：25天16小时29分,2021-11-01 17:29:41,https://wz.sun0769.com/political/politics/index?id=529532
308593,已受理,小区外围的停车场收益问题,等待回复：27天22小时29分,2021-11-02 10:42:09,https://wz.sun0769.com/political/politics/index?id=529606
308439,已受理,审批行政复议流程,等待回复：27天16小时36分,2021-11-01 09:12:49,https://wz.sun0769.com/political/politics/index?id=529458
308400,已受理,社区医疗就诊问题,等待回复：24天23小时43分,2021-10-31 18:58:15,https://wz.sun0769.com/political/politics/index?id=529408
308333,已受理,长安中学真的很过分,等待回复：23天18小时28分,2021-10-31 09:54:04,https://wz.sun0769.com/political/politics/index?id=529348
308364,已受理,洪梅镇桥东路交通设施,等待回复：22天19小时24分,2021-10-31 11:58:49,https://wz.sun0769.com/political/politics/index?id=529365
308330,已受理,工厂噪音严重超标，严重影响业主生活,等待回复：21天22小时32分,2021-10-31 08:13:14,https://wz.sun0769.com/political/politics/index?id=529330
308389,已受理,你好，我想咨询，如果我从淘宝拍卖上拍得,等待回复：22天17小时37分,2021-10-31 15:46:23,https://wz.sun0769.com/political/politics/index?id=529390
